scientificName,class,order,family,vernacularName
Bubalus mephistopheles,Mammalia,Artiodactyla,Bovidae,short-horned water buffalo
Uropsilus andersoni,Mammalia,Soricomorpha,Talpidae,anderson's shrew mole
Caperea marginata,Mammalia,Cetacea,Neobalaenidae,pygmy right whale
Manis temminckii,Mammalia,Pholidota,Manidae,cape pangolin
Dasypus sabanicola,Mammalia,Cingulata,Dasypodidae,llanos long-nosed armadillo
Myosorex tenuis,Mammalia,Soricomorpha,Soricidae,thin mouse shrew
Monodelphis sorex,Mammalia,Didelphimorphia,Didelphidae,southern red-sided opossum
Hyperoodon ampullatus,Mammalia,Cetacea,Hyperoodontidae,north atlantic bottle-nosed whale
Canis mesomelas,Mammalia,Carnivora,Canidae,black-backed jackal
Capra walie,Mammalia,Artiodactyla,Bovidae,walia
Hippotragus equinus,Mammalia,Artiodactyla,Bovidae,roan antelope
Crocidura nigripes,Mammalia,Soricomorpha,Soricidae,black-footed shrew
Helarctos malayanus,Mammalia,Carnivora,Ursidae,malayan sun bear
Mazama americana,Mammalia,Artiodactyla,Cervidae,south american red brocket
Arctocephalus pusillus,Mammalia,Carnivora,Otariidae,brown fur seal
Isoodon obesulus,Mammalia,Peramelemorphia,Peramelidae,southern brown bandicoot
Ochotona hyperborea,Mammalia,Lagomorpha,Ochotonidae,northern pika
Cratogeomys goldmani,Mammalia,Rodentia,Geomyidae,goldman's pocket gopher
Ochotona thomasi,Mammalia,Lagomorpha,Ochotonidae,thomas' pika
Microperoryctes longicauda,Mammalia,Peramelemorphia,Peramelidae,striped bandicoot
Hydropotes inermis,Mammalia,Artiodactyla,Cervidae,chinese water deer
Vulpes chama,Mammalia,Carnivora,Canidae,cape fox
Crocidura phaeura,Mammalia,Soricomorpha,Soricidae,guramba shrew
Crocidura attenuata,Mammalia,Soricomorpha,Soricidae,asian gray shrew
Monodelphis glirina,Mammalia,Didelphimorphia,Didelphidae,amazonian red-sided opossum
Bassaricyon neblina,Mammalia,Carnivora,Procyonidae,olinguito
Pseudois nayaur,Mammalia,Artiodactyla,Bovidae,bharal
Bos grunniens,Mammalia,Artiodactyla,Bovidae,domestic yak
Steno bredanensis,Mammalia,Cetacea,Delphinidae,rough-toothed dolphin
Crocidura hutanis,Mammalia,Soricomorpha,Soricidae,hutan shrew
Neophocaena phocaenoides,Mammalia,Cetacea,Phocoenidae,finless porpoise
Micoureus regina,Mammalia,Didelphimorphia,Didelphidae,bare-tailed woolly mouse opossum
Herpestes fuscus,Mammalia,Carnivora,Herpestidae,indian brown mongoose
Crocidura zimmermanni,Mammalia,Soricomorpha,Soricidae,cretan shrew
Mungos gambianus,Mammalia,Carnivora,Herpestidae,gambian mongoose
Bradypus variegatus,Mammalia,Pilosa,Bradypodidae,brown-throated sloth
Sylvisorex vulcanorum,Mammalia,Soricomorpha,Soricidae,volcano shrew
Antilope cervicapra,Mammalia,Artiodactyla,Bovidae,blackbuck
Neotragus moschatus,Mammalia,Artiodactyla,Bovidae,suni
Crocidura hispida,Mammalia,Soricomorpha,Soricidae,andaman spiny shrew
Naemorhedus griseus,Mammalia,Artiodactyla,Bovidae,chinese goral
Saiga borealis,Mammalia,Artiodactyla,Bovidae,mongolian saiga
Crocidura latona,Mammalia,Soricomorpha,Soricidae,latona shrew
Gazella subgutturosa,Mammalia,Artiodactyla,Bovidae,goitered gazelle
Spilogale putorius,Mammalia,Carnivora,Mephitidae,eastern spotted skunk
Hypsiprymnodon moschatus,Mammalia,Diprotodontia,Hypsiprymnodontidae,musky rat-kangaroo
Ovis canadensis,Mammalia,Artiodactyla,Bovidae,bighorn sheep
Equus zebra,Mammalia,Perissodactyla,Equidae,cape mountain zebra
Herpestes naso,Mammalia,Carnivora,Herpestidae,long-nosed mongoose
Crocidura voi,Mammalia,Soricomorpha,Soricidae,voi shrew
Lycalopex vetulus,Mammalia,Carnivora,Canidae,hoary fox
Marmosops incanus,Mammalia,Didelphimorphia,Didelphidae,gray slender opossum
Globicephala macrorhynchus,Mammalia,Cetacea,Delphinidae,short-finned pilot whale
Crocidura orientalis,Mammalia,Soricomorpha,Soricidae,oriental shrew
Stenella longirostris,Mammalia,Cetacea,Delphinidae,spinner dolphin
Cephalophus niger,Mammalia,Artiodactyla,Bovidae,black duiker
Chironectes minimus,Mammalia,Didelphimorphia,Didelphidae,water opossum
Cephalophus jentinki,Mammalia,Artiodactyla,Bovidae,jentink's duiker
Marmosa quichua,Mammalia,Didelphimorphia,Didelphidae,quechuan mouse opossum
Podogymnura truei,Mammalia,Erinaceomorpha,Erinaceidae,mindanao gymnure
Crocidura religiosa,Mammalia,Soricomorpha,Soricidae,egyptian pygmy shrew
Cystophora cristata,Mammalia,Carnivora,Phocidae,hooded seal
Phascolarctos cinereus,Mammalia,Diprotodontia,Phascolarctidae,koala
Ochotona cansus,Mammalia,Lagomorpha,Ochotonidae,gansu pika
Urocyon littoralis,Mammalia,Carnivora,Canidae,channel islands gray fox
Pudu puda,Mammalia,Artiodactyla,Cervidae,southern pudu
Crocidura mutesae,Mammalia,Soricomorpha,Soricidae,uganda large-toothed shrew
Mazama temama,Mammalia,Artiodactyla,Cervidae,central american red brocket
Crocidura douceti,Mammalia,Soricomorpha,Soricidae,doucet's musk shrew
Budorcas taxicolor,Mammalia,Artiodactyla,Bovidae,takin
Sylvisorex konganensis,Mammalia,Soricomorpha,Soricidae,kongana shrew
Mesoplodon bowdoini,Mammalia,Cetacea,Hyperoodontidae,andrew's beaked whale
Manis culionensis,Mammalia,Pholidota,Manidae,palawan pangolin
Equus africanus,Mammalia,Perissodactyla,Equidae,african wild ass
Suncus ater,Mammalia,Soricomorpha,Soricidae,black shrew
Choloepus hoffmanni,Mammalia,Pilosa,Megalonychidae,hoffmann's two-toed sloth
Mydaus marchei,Mammalia,Carnivora,Mephitidae,palawan stink badger
Suncus infinitesimus,Mammalia,Soricomorpha,Soricidae,least dwarf shrew
Eschrichtius robustus,Mammalia,Cetacea,Eschrichtiidae,gray whale
Paraechinus aethiopicus,Mammalia,Erinaceomorpha,Erinaceidae,desert hedgehog
Tragelaphus eurycerus,Mammalia,Artiodactyla,Bovidae,bongo
Crocidura erica,Mammalia,Soricomorpha,Soricidae,heather shrew
Muntiacus vuquangensis,Mammalia,Artiodactyla,Cervidae,large-antlered muntjac
Crocidura miya,Mammalia,Soricomorpha,Soricidae,sri lankan long-tailed shrew
Damaliscus pygargus,Mammalia,Artiodactyla,Bovidae,bontebok (see comments)
Vulpes vulpes,Mammalia,Carnivora,Canidae,red fox
Ommatophoca rossii,Mammalia,Carnivora,Phocidae,ross seal
Crocidura serezkyensis,Mammalia,Soricomorpha,Soricidae,lesser rock shrew
Didelphis pernigra,Mammalia,Didelphimorphia,Didelphidae,andean white-eared opossum
Cephalophus nigrifrons,Mammalia,Artiodactyla,Bovidae,black-fronted duiker
Gracilinanus agilis,Mammalia,Didelphimorphia,Didelphidae,agile gracile opossum
Kobus kob,Mammalia,Artiodactyla,Bovidae,kob
Stenella coeruleoalba,Mammalia,Cetacea,Delphinidae,striped dolphin
Crocidura trichura,Mammalia,Soricomorpha,Soricidae,christmas island shrew
Grampus griseus,Mammalia,Cetacea,Delphinidae,risso's dolphin
Marmosops cracens,Mammalia,Didelphimorphia,Didelphidae,narrow-headed slender opossum
Redunca arundinum,Mammalia,Artiodactyla,Bovidae,southern reedbuck
Eubalaena australis,Mammalia,Cetacea,Balaenidae,southern right whale
Crocidura thomensis,Mammalia,Soricomorpha,Soricidae,são tomé shrew
Helogale hirtula,Mammalia,Carnivora,Herpestidae,ethiopian dwarf mongoose
Rangifer tarandus,Mammalia,Artiodactyla,Cervidae,caribou
Aepyprymnus rufescens,Mammalia,Diprotodontia,Potoroidae,rufous rat-kangaroo
Crocidura longipes,Mammalia,Soricomorpha,Soricidae,savanna swamp shrew
Eudorcas thomsonii,Mammalia,Artiodactyla,Bovidae,thomson's gazelle
Crocidura greenwoodi,Mammalia,Soricomorpha,Soricidae,greenwood's shrew
Procapra gutturosa,Mammalia,Artiodactyla,Bovidae,mongolian gazelle
Ochotona argentata,Mammalia,Lagomorpha,Ochotonidae,helan shan pika
Sylvisorex lunaris,Mammalia,Soricomorpha,Soricidae,crescent shrew
Geomys bursarius,Mammalia,Rodentia,Geomyidae,plains pocket gopher
Cabassous tatouay,Mammalia,Cingulata,Dasypodidae,greater naked-tailed armadillo
Crocuta crocuta,Mammalia,Carnivora,Hyaenidae,spotted hyena
Myosorex cafer,Mammalia,Soricomorpha,Soricidae,dark-footed forest shrew
Mesoplodon traversii,Mammalia,Cetacea,Hyperoodontidae,spade-toothed whale
Monodelphis domestica,Mammalia,Didelphimorphia,Didelphidae,gray short-tailed opossum
Crocidura brunnea,Mammalia,Soricomorpha,Soricidae,thick-tailed shrew
Inia geoffrensis,Mammalia,Cetacea,Iniidae,amazon river dolphin
Lycaon pictus,Mammalia,Carnivora,Canidae,african wild dog
Thylamys cinderella,Mammalia,Didelphimorphia,Didelphidae,cinderella fat-tailed mouse opossum
Crocidura beccarii,Mammalia,Soricomorpha,Soricidae,beccari's shrew
Przewalskium albirostre,Mammalia,Artiodactyla,Cervidae,NA
Crocidura palawanensis,Mammalia,Soricomorpha,Soricidae,palawan shrew
Muntiacus gongshanensis,Mammalia,Artiodactyla,Cervidae,gongshan muntjac
Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,walrus
Echymipera clara,Mammalia,Peramelemorphia,Peramelidae,clara's echymipera
Ochotona pusilla,Mammalia,Lagomorpha,Ochotonidae,little pika
Perameles eremiana,Mammalia,Peramelemorphia,Peramelidae,desert bandicoot
Arctocephalus galapagoensis,Mammalia,Carnivora,Otariidae,galapagos fur seal
Blastocerus dichotomus,Mammalia,Artiodactyla,Cervidae,marsh deer
Dusicyon australis,Mammalia,Carnivora,Canidae,falkland island wolf
Crocidura olivieri,Mammalia,Soricomorpha,Soricidae,african giant shrew
Crocidura buettikoferi,Mammalia,Soricomorpha,Soricidae,buettikofer's shrew
Thylamys pusillus,Mammalia,Didelphimorphia,Didelphidae,common fat-tailed mouse opossum
Naemorhedus caudatus,Mammalia,Artiodactyla,Bovidae,chinese goral
Geomys breviceps,Mammalia,Rodentia,Geomyidae,baird's pocket gopher
Chrysocyon brachyurus,Mammalia,Carnivora,Canidae,maned wolf
Cyclopes ida,Mammalia,Pilosa,Cyclopedidae,NA
Congosorex verheyeni,Mammalia,Soricomorpha,Soricidae,lesser congo shrew
Berardius arnuxii,Mammalia,Cetacea,Hyperoodontidae,arnoux's beaked whale
Monodelphis kunsi,Mammalia,Didelphimorphia,Didelphidae,pygmy short-tailed opossum
Myosorex longicaudatus,Mammalia,Soricomorpha,Soricidae,long-tailed forest shrew
Chaetophractus vellerosus,Mammalia,Cingulata,Dasypodidae,screaming hairy armadillo
Sylvisorex howelli,Mammalia,Soricomorpha,Soricidae,howell's forest shrew
Neomonachus tropicalis,Mammalia,Carnivora,Phocidae,caribbean monk seal
Ursus americanus,Mammalia,Carnivora,Ursidae,american black bear
Raphicerus campestris,Mammalia,Artiodactyla,Bovidae,steenbok
Crocidura grandis,Mammalia,Soricomorpha,Soricidae,greater mindanao shrew
Damaliscus superstes,Mammalia,Artiodactyla,Bovidae,bangweulu tsessebe
Crocidura luna,Mammalia,Soricomorpha,Soricidae,greater gray-brown musk shrew
Gazella gazella,Mammalia,Artiodactyla,Bovidae,arabian gazelle
Nasua narica,Mammalia,Carnivora,Procyonidae,white-nosed coati
Cervus nippon,Mammalia,Artiodactyla,Cervidae,sika
Bradypus pygmaeus,Mammalia,Pilosa,Bradypodidae,pygmy three-toed sloth
Bassariscus sumichrasti,Mammalia,Carnivora,Procyonidae,cacomistle
Crossarchus obscurus,Mammalia,Carnivora,Herpestidae,common kusimanse
Crocidura tenuis,Mammalia,Soricomorpha,Soricidae,thin shrew
Pelea capreolus,Mammalia,Artiodactyla,Bovidae,vaal rhebok
Marmosa rubra,Mammalia,Didelphimorphia,Didelphidae,red mouse opossum
Cephalorhynchus hectori,Mammalia,Cetacea,Delphinidae,hector's dolphin
Crocidura vosmaeri,Mammalia,Soricomorpha,Soricidae,banka shrew
Lagenodelphis hosei,Mammalia,Cetacea,Delphinidae,fraser's dolphin
Gracilinanus marica,Mammalia,Didelphimorphia,Didelphidae,northern gracile opossum
Cephalophus rufilatus,Mammalia,Artiodactyla,Bovidae,red-flanked duiker
Hemiechinus collaris,Mammalia,Erinaceomorpha,Erinaceidae,indian long-eared hedgehog
Crocidura silacea,Mammalia,Soricomorpha,Soricidae,lesser gray-brown musk shrew
Aplodontia rufa,Mammalia,Rodentia,Aplodontiidae,sewellel
Mirounga leonina,Mammalia,Carnivora,Phocidae,southern elephant seal
Canis latrans,Mammalia,Carnivora,Canidae,coyote
Thylamys velutinus,Mammalia,Didelphimorphia,Didelphidae,dwarf fat-tailed mouse opossum
Pusa sibirica,Mammalia,Carnivora,Phocidae,baikal seal
Crocidura maxi,Mammalia,Soricomorpha,Soricidae,javanese shrew
Rucervus eldii,Mammalia,Artiodactyla,Cervidae,eld's deer
Crocidura floweri,Mammalia,Soricomorpha,Soricidae,flower's shrew
Tetracerus quadricornis,Mammalia,Artiodactyla,Bovidae,four-horned antelope
Hylomys parvus,Mammalia,Erinaceomorpha,Erinaceidae,dwarf gymnure
Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,sei whale
Suncus malayanus,Mammalia,Soricomorpha,Soricidae,NA
Conepatus humboldtii,Mammalia,Carnivora,Mephitidae,humboldt's hog-nosed skunk
Equus kiang,Mammalia,Perissodactyla,Equidae,kiang
Tolypeutes tricinctus,Mammalia,Cingulata,Dasypodidae,brazilian three-banded armadillo
Ruwenzorisorex suncoides,Mammalia,Soricomorpha,Soricidae,ruwenzori shrew
Mesoplodon ginkgodens,Mammalia,Cetacea,Hyperoodontidae,ginkgo-toothed beaked whale
Suncus aequatorius,Mammalia,Soricomorpha,Soricidae,taita shrew
Capra falconeri,Mammalia,Artiodactyla,Bovidae,markhor
Crocidura desperata,Mammalia,Soricomorpha,Soricidae,desperate shrew
Mazama bororo,Mammalia,Artiodactyla,Cervidae,são paulo bororó
Berardius minimus,Mammalia,Cetacea,Hyperoodontidae,NA
Mazama rufina,Mammalia,Artiodactyla,Cervidae,ecuador red brocket
Galerella pulverulenta,Mammalia,Carnivora,Herpestidae,cape gray mongoose
Ochotona erythrotis,Mammalia,Lagomorpha,Ochotonidae,chinese red pika
Rhynchomeles prattorum,Mammalia,Peramelemorphia,Peramelidae,ceram island long-nosed bandicoot
Pedetes surdaster,Mammalia,Rodentia,Pedetidae,east african spring hare
Vulpes zerda,Mammalia,Carnivora,Canidae,fennec
Crocidura polia,Mammalia,Soricomorpha,Soricidae,fuscous shrew
Crocidura allex,Mammalia,Soricomorpha,Soricidae,east african highland shrew
Marmosops neblina,Mammalia,Didelphimorphia,Didelphidae,neblina slender opossum
Cephalophus callipygus,Mammalia,Artiodactyla,Bovidae,peters' duiker
Crocidura lepidura,Mammalia,Soricomorpha,Soricidae,sumatran giant shrew
Orcaella brevirostris,Mammalia,Cetacea,Delphinidae,irrawaddy dolphin
Marmosops parvidens,Mammalia,Didelphimorphia,Didelphidae,delicate slender opossum
Crocidura xantippe,Mammalia,Soricomorpha,Soricidae,vermiculate shrew
Herpestes smithii,Mammalia,Carnivora,Herpestidae,ruddy mongoose
Potorous tridactylus,Mammalia,Diprotodontia,Potoroidae,long-nosed potoroo
Ochotona hoffmanni,Mammalia,Lagomorpha,Ochotonidae,hoffmann's pika
Madoqua guentheri,Mammalia,Artiodactyla,Bovidae,günther's dikdik
Crocidura lamottei,Mammalia,Soricomorpha,Soricidae,lamotte's shrew
Capricornis milneedwardsii,Mammalia,Artiodactyla,Bovidae,chinese serow
Capricornis sumatraensis,Mammalia,Artiodactyla,Bovidae,sumatran serow
Crocidura jenkinsi,Mammalia,Soricomorpha,Soricidae,jenkin's shrew
Pedetes capensis,Mammalia,Rodentia,Pedetidae,south african spring hare
Madoqua piacentinii,Mammalia,Artiodactyla,Bovidae,piacentini's dikdik
Mephitis mephitis,Mammalia,Carnivora,Mephitidae,striped skunk
Herpestes vitticollis,Mammalia,Carnivora,Herpestidae,stripe-necked mongoose
Crocidura zaphiri,Mammalia,Soricomorpha,Soricidae,zaphir's shrew
Lycalopex culpaeus,Mammalia,Carnivora,Canidae,culpeo
Micoureus alstoni,Mammalia,Didelphimorphia,Didelphidae,alston's mouse opossum
Phocoena sinus,Mammalia,Cetacea,Phocoenidae,gulf of california harbor porpoise
Crocidura jouvenetae,Mammalia,Soricomorpha,Soricidae,jouvenet's shrew
Sotalia fluviatilis,Mammalia,Cetacea,Delphinidae,gray dolphin
Rupicapra rupicapra,Mammalia,Artiodactyla,Bovidae,alpine chamois
Marmosops pinheiroi,Mammalia,Didelphimorphia,Didelphidae,pinheiro's slender opossum
Crocidura ansellorum,Mammalia,Soricomorpha,Soricidae,ansell's shrew
Crocidura planiceps,Mammalia,Soricomorpha,Soricidae,flat-headed shrew
Ochotona syrinx,Mammalia,Lagomorpha,Ochotonidae,qinling pika
Vulpes pallida,Mammalia,Carnivora,Canidae,pale fox
Phoca vitulina,Mammalia,Carnivora,Phocidae,harbor seal
Peroryctes broadbenti,Mammalia,Peramelemorphia,Peramelidae,giant bandicoot
Neophoca cinerea,Mammalia,Carnivora,Otariidae,australian sealion
Crocidura nicobarica,Mammalia,Soricomorpha,Soricidae,nicobar shrew
Crocidura cyanea,Mammalia,Soricomorpha,Soricidae,reddish-gray musk shrew
Capra nubiana,Mammalia,Artiodactyla,Bovidae,nubian ibex
Mesoplodon mirus,Mammalia,Cetacea,Hyperoodontidae,true's beaked whale
Philander andersoni,Mammalia,Didelphimorphia,Didelphidae,anderson's four-eyed opossum
Paracrocidura maxima,Mammalia,Soricomorpha,Soricidae,greater large-headed shrew
Priodontes maximus,Mammalia,Cingulata,Dasypodidae,giant armadillo
Equus quagga,Mammalia,Perissodactyla,Equidae,plains zebra
Spilogale pygmaea,Mammalia,Carnivora,Mephitidae,pygmy spotted skunk
Suncus montanus,Mammalia,Soricomorpha,Soricidae,asian highland shrew
Manis gigantea,Mammalia,Pholidota,Manidae,giant pangolin
Balaenoptera musculus,Mammalia,Cetacea,Balaenopteridae,blue whale
Uropsilus soricipes,Mammalia,Soricomorpha,Talpidae,chinese shrew mole
Erinaceus roumanicus,Mammalia,Erinaceomorpha,Erinaceidae,northern white-breasted hedgehog
Taurotragus derbianus,Mammalia,Artiodactyla,Bovidae,derby eland
Bettongia tropica,Mammalia,Diprotodontia,Potoroidae,northern bettong
Crocidura fuliginosa,Mammalia,Soricomorpha,Soricidae,southeast asian shrew
Manis crassicaudata,Mammalia,Pholidota,Manidae,indian pangolin
Rusa alfredi,Mammalia,Artiodactyla,Cervidae,visayan spotted deer
Crocidura mariquensis,Mammalia,Soricomorpha,Soricidae,swamp musk shrew
Antidorcas marsupialis,Mammalia,Artiodactyla,Bovidae,springbok
Pagophilus groenlandicus,Mammalia,Carnivora,Phocidae,harp seal
Thylamys pallidior,Mammalia,Didelphimorphia,Didelphidae,white-bellied fat-tailed mouse opossum
Dugong dugon,Mammalia,Sirenia,Dugongidae,dugong
Crocidura somalica,Mammalia,Soricomorpha,Soricidae,somali shrew
Didelphis virginiana,Mammalia,Didelphimorphia,Didelphidae,virginia opossum
Cephalophus weynsi,Mammalia,Artiodactyla,Bovidae,weyns's duiker
Lestodelphys halli,Mammalia,Didelphimorphia,Didelphidae,patagonian opossum
Lagenorhynchus acutus,Mammalia,Cetacea,Delphinidae,atlantic white-sided dolphin
Crocidura wuchihensis,Mammalia,Soricomorpha,Soricidae,hainan island shrew
Cephalorhynchus eutropia,Mammalia,Cetacea,Delphinidae,black dolphin
Marmosa murina,Mammalia,Didelphimorphia,Didelphidae,linnaeus's mouse opossum
Oryx gazella,Mammalia,Artiodactyla,Bovidae,gemsbok
Atelerix algirus,Mammalia,Erinaceomorpha,Erinaceidae,north african hedgehog
Spilogale angustifrons,Mammalia,Carnivora,Mephitidae,southern spotted skunk
Crocidura tarfayensis,Mammalia,Soricomorpha,Soricidae,saharan shrew
Crossarchus alexandri,Mammalia,Carnivora,Herpestidae,alexander's kusimanse
Procyon cancrivorus,Mammalia,Carnivora,Procyonidae,crab-eating raccoon
Equus caballus,Mammalia,Perissodactyla,Equidae,horse
Geomys lutescens,Mammalia,Rodentia,Geomyidae,NA
Stenella frontalis,Mammalia,Cetacea,Delphinidae,atlantic spotted dolphin
Crocidura macarthuri,Mammalia,Soricomorpha,Soricidae,macarthur's shrew
Beatragus hunteri,Mammalia,Artiodactyla,Bovidae,hunter's hartebeest
Crocidura gracilipes,Mammalia,Soricomorpha,Soricidae,peters's musk shrew
Raphicerus sharpei,Mammalia,Artiodactyla,Bovidae,sharpe's grysbok
Ursus maritimus,Mammalia,Carnivora,Ursidae,polar bear
Equus hemippus,Mammalia,Perissodactyla,Equidae,achdari
Surdisorex polulus,Mammalia,Soricomorpha,Soricidae,mt. kenya mole shrew
Dasypus hybridus,Mammalia,Cingulata,Dasypodidae,southern long-nosed armadillo
Myosorex rumpii,Mammalia,Soricomorpha,Soricidae,rumpi mouse shrew
Monodelphis osgoodi,Mammalia,Didelphimorphia,Didelphidae,osgood's short-tailed opossum
Ziphius cavirostris,Mammalia,Cetacea,Hyperoodontidae,cuvier's beaked whale
Hemitragus jemlahicus,Mammalia,Artiodactyla,Bovidae,himalayan tahr
Thylamys tatei,Mammalia,Didelphimorphia,Didelphidae,tate's fat-tailed mouse opossum
Crocidura canariensis,Mammalia,Soricomorpha,Soricidae,canarian shrew
Crocidura niobe,Mammalia,Soricomorpha,Soricidae,niobe's shrew
Ursus thibetanus,Mammalia,Carnivora,Ursidae,asian black bear
Capreolus pygargus,Mammalia,Artiodactyla,Cervidae,siberian roe
Arctocephalus tropicalis,Mammalia,Carnivora,Otariidae,amsterdam fur seal
Ochotona ladacensis,Mammalia,Lagomorpha,Ochotonidae,ladak pika
Cratogeomys merriami,Mammalia,Rodentia,Geomyidae,merriam's pocket gopher
Ochotona rufescens,Mammalia,Lagomorpha,Ochotonidae,afghan pika
Echymipera echinista,Mammalia,Peramelemorphia,Peramelidae,menzies' echymipera
Muntiacus crinifrons,Mammalia,Artiodactyla,Cervidae,black muntjac
Ochotona mantchurica,Mammalia,Lagomorpha,Ochotonidae,NA
Dasypus novemcinctus,Mammalia,Cingulata,Dasypodidae,nine-banded armadillo
Crocidura parvipes,Mammalia,Soricomorpha,Soricidae,small-footed shrew
Crocidura batesi,Mammalia,Soricomorpha,Soricidae,bate's shrew
