tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,collection_original,profile_lab,profile,cluster_label,clade,collection_tipdate,cluster_number,collection_dateerror
H5N3|2344b|EPI_ISL_393518|unknown_avian|iran|23_13_23_2_15_21_3_14|2019-03-30,H5N3,EPI_ISL_393518,A/Avian/Iran/38AMA/2019,2019-03-30,2019-03,2019,avian other,unknown avian,NA,NA,NA,NA,wild,other,southern asia,iran,irn,32.5092139996448,54.4699733871232,NA,NA,NA,NA,NA,NA,23_13_23_2_15_21_3_14,H5N3/2019/R1_Asia,2344b,2019-03-30,cluster003,FALSE
H5N8|2344b|EPI_ISL_738059|galliformes|japan|7_1_5_2_3_3_1_2|2020-12-18,H5N8,EPI_ISL_738059,a/chicken/tokushima/3t/2020,2020-12-18,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,tokushima,jp.ts,33.9191788356518,134.242093496813,Asia / Japan / Tokushima / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2344b,2020-12-18,cluster001,FALSE
H5N8|2344b|EPI_ISL_738060|galliformes|japan|7_1_5_2_3_3_1_2|2020-12-18,H5N8,EPI_ISL_738060,a/chicken/tokushima/4t/2020,2020-12-18,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,tokushima,jp.ts,33.9191788356518,134.242093496813,Asia / Japan / Tokushima / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2344b,2020-12-18,cluster001,FALSE
H5N8|2344b|EPI_ISL_739686|galliformes|kazakhstan|3_2_3_1_3_2_1_2|2020-09-18,H5N8,EPI_ISL_739686,a/chicken/kazakhstan/kn-3/2020,2020-09-18,2020-09,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,central asia,kazakhstan,kaz,48.3645677524915,67.2060737287064,north kazakhstan,kz.nk,53.8421826489217,69.2722074369824,Asia / Kazakhstan / North Kazakhstan / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2020-09-18,cluster001,FALSE
H5N8|2344b|EPI_ISL_739687|galliformes|kazakhstan|3_2_3_1_3_2_1_2|2020-09-18,H5N8,EPI_ISL_739687,a/chicken/kazakhstan/kn-6/2020,2020-09-18,2020-09,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,central asia,kazakhstan,kaz,48.3645677524915,67.2060737287064,north kazakhstan,kz.nk,53.8421826489217,69.2722074369824,Asia / Kazakhstan / North Kazakhstan / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,2020-09-18,cluster001,FALSE
H5N8|2344b|EPI_ISL_681271|galliformes|japan|7_1_5_2_1_3_1_2|2020-11-19,H5N8,EPI_ISL_681271,a/chicken/kagawa/f2t/2020,2020-11-19,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,Asia / Japan / Kagawa / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,2020-11-19,cluster001,FALSE
H5N8|2344b|EPI_ISL_681272|galliformes|japan|7_1_5_2_1_3_1_2|2020-11-19,H5N8,EPI_ISL_681272,a/chicken/kagawa/f3c/2020,2020-11-19,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,Asia / Japan / Kagawa / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,2020-11-19,cluster001,FALSE
H5N8|2344b|EPI_ISL_681273|galliformes|japan|7_1_5_2_1_3_1_2|2020-11-19,H5N8,EPI_ISL_681273,a/chicken/kagawa/g12c/2020,2020-11-19,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,Asia / Japan / Kagawa / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,2020-11-19,cluster001,FALSE
H5N8|2344b|EPI_ISL_681274|galliformes|japan|7_1_5_2_1_3_1_2|2020-11-19,H5N8,EPI_ISL_681274,a/chicken/kagawa/g4t/2020,2020-11-19,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,Asia / Japan / Kagawa / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,2020-11-19,cluster001,FALSE
H5N8|2344b|EPI_ISL_681275|galliformes|japan|7_1_5_2_1_3_1_2|2020-11-20,H5N8,EPI_ISL_681275,a/chicken/kagawa/h2t/2020,2020-11-20,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,Asia / Japan / Kagawa / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,2020-11-20,cluster001,FALSE
H5N8|2344b|EPI_ISL_681276|galliformes|japan|7_1_5_2_1_3_1_2|2020-11-20,H5N8,EPI_ISL_681276,a/chicken/kagawa/h8c/2020,2020-11-20,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,Asia / Japan / Kagawa / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,2020-11-20,cluster001,FALSE
H5N8|2344b|EPI_ISL_681281|anseriformes|japan|7_1_5_2_1_3_1_2|2020-11-16,H5N8,EPI_ISL_681281,a/swan/niigata/151118/2020,2020-11-16,2020-11,2020,Aves,anseriformes,anatidae,cygnus sp.,swan sp.,TRUE,wild,anseriformes-wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,niigata,jp.ni,37.5201743528051,138.914818034069,Asia / Japan / Niigata / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,2020-11-16,cluster001,FALSE
H5N8|2344b|EPI_ISL_681282|galliformes|japan|12_1_5_2_3_3_1_2|2020-11-24,H5N8,EPI_ISL_681282,a/chicken/fukuoka/t1/2020,2020-11-24,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,fukuoka,jp.fo,33.5256575241002,130.666678342289,Asia / Japan / Fukuoka / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,2020-11-24,cluster001,FALSE
H5N8|2344b|EPI_ISL_681283|galliformes|japan|12_1_5_2_3_3_1_2|2020-11-24,H5N8,EPI_ISL_681283,a/chicken/fukuoka/t2/2020,2020-11-24,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,fukuoka,jp.fo,33.5256575241002,130.666678342289,Asia / Japan / Fukuoka / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,2020-11-24,cluster001,FALSE
H5N8|2344b|EPI_ISL_681284|galliformes|japan|7_1_5_2_1_3_1_2|2020-11-25,H5N8,EPI_ISL_681284,a/chicken/hyogo/1t/2020,2020-11-25,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hyōgo,jp.hg,35.0390049694389,134.828550655208,Asia / Japan / Hyogo / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,2020-11-25,cluster001,FALSE
H5N8|2344b|EPI_ISL_681285|galliformes|japan|7_1_5_2_1_3_1_2|2020-11-25,H5N8,EPI_ISL_681285,a/chicken/hyogo/2t/2020,2020-11-25,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hyōgo,jp.hg,35.0390049694389,134.828550655208,Asia / Japan / Hyogo / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,2020-11-25,cluster001,FALSE
H5N8|2344b|EPI_ISL_681286|galliformes|japan|7_1_5_2_1_3_1_2|2020-11-04,H5N8,EPI_ISL_681286,a/chicken/kagawa/11c/2020,2020-11-04,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,Asia / Japan / Kagawa / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,2020-11-04,cluster001,FALSE
H5N8|2344b|EPI_ISL_681287|galliformes|japan|7_1_5_2_1_3_1_2|2020-11-04,H5N8,EPI_ISL_681287,a/chicken/kagawa/7c/2020,2020-11-04,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,Asia / Japan / Kagawa / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,2020-11-04,cluster001,FALSE
H5N8|2344b|EPI_ISL_681288|galliformes|japan|7_1_5_2_1_3_1_2|2020-11-07,H5N8,EPI_ISL_681288,a/chicken/kagawa/b10t/2020,2020-11-07,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,Asia / Japan / Kagawa / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,2020-11-07,cluster001,FALSE
H5N8|2344b|EPI_ISL_681289|galliformes|japan|7_1_5_2_1_3_1_2|2020-11-07,H5N8,EPI_ISL_681289,a/chicken/kagawa/b13c/2020,2020-11-07,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,Asia / Japan / Kagawa / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,2020-11-07,cluster001,FALSE
H5N8|2344b|EPI_ISL_681290|galliformes|japan|7_1_5_2_1_3_1_2|2020-11-07,H5N8,EPI_ISL_681290,a/chicken/kagawa/b8t/2020,2020-11-07,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,Asia / Japan / Kagawa / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,2020-11-07,cluster001,FALSE
H5N8|2344b|EPI_ISL_681291|galliformes|japan|7_1_5_2_1_3_1_2|2020-11-10,H5N8,EPI_ISL_681291,a/chicken/kagawa/c3c/2020,2020-11-10,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,Asia / Japan / Kagawa / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,2020-11-10,cluster001,FALSE
H5N8|2344b|EPI_ISL_681292|galliformes|japan|7_1_5_2_1_3_1_2|2020-11-10,H5N8,EPI_ISL_681292,a/chicken/kagawa/c3t/2020,2020-11-10,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,Asia / Japan / Kagawa / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,2020-11-10,cluster001,FALSE
H5N8|2344b|EPI_ISL_681293|galliformes|japan|7_1_5_2_1_3_1_2|2020-11-10,H5N8,EPI_ISL_681293,a/chicken/kagawa/c5t/2020,2020-11-10,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,Asia / Japan / Kagawa / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,2020-11-10,cluster001,FALSE
H5N8|2344b|EPI_ISL_681294|galliformes|japan|7_1_5_2_1_3_1_2|2020-11-12,H5N8,EPI_ISL_681294,a/chicken/kagawa/d2c/2020,2020-11-12,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,Asia / Japan / Kagawa / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,2020-11-12,cluster001,FALSE
H5N8|2344b|EPI_ISL_681295|galliformes|japan|7_1_5_2_1_3_1_2|2020-11-12,H5N8,EPI_ISL_681295,a/chicken/kagawa/d5t/2020,2020-11-12,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,Asia / Japan / Kagawa / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,2020-11-12,cluster001,FALSE
H5N8|2344b|EPI_ISL_681296|galliformes|japan|7_1_5_2_1_3_1_2|2020-11-14,H5N8,EPI_ISL_681296,a/chicken/kagawa/e13t/2020,2020-11-14,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,Asia / Japan / Kagawa / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,2020-11-14,cluster001,FALSE
H5N8|2344b|EPI_ISL_681297|galliformes|japan|7_1_5_2_1_3_1_2|2020-11-14,H5N8,EPI_ISL_681297,a/chicken/kagawa/e7t/2020,2020-11-14,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,kagawa,jp.kg,34.217379070784,133.968927545016,Asia / Japan / Kagawa / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,2020-11-14,cluster001,FALSE
H5N8|2344b|EPI_ISL_697771|anseriformes|japan|7_1_5_2_1_3_1_2|2020-10-24,H5N8,EPI_ISL_697771,a/northern_pintail/hokkaido/m13/2020,2020-10-24,2020-10,2020,Aves,anseriformes,anatidae,anas acuta,northern pintail,TRUE,wild,anseriformes-wild,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hokkaido,jp.hk,43.3824165431654,142.542521870972,Asia / Japan / Hokkaido / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,2020-10-24,cluster001,FALSE
H5N8|2344b|EPI_ISL_710434|galliformes|japan|12_1_5_2_3_3_1_2|2020-12-06,H5N8,EPI_ISL_710434,a/chicken/hiroshima/1t/2020,2020-12-06,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hiroshima,jp.hs,34.6052446200593,132.788104542609,Asia / Japan / Hiroshima / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,2020-12-06,cluster001,FALSE
H5N8|2344b|EPI_ISL_710435|galliformes|japan|12_1_5_2_3_3_1_2|2020-12-06,H5N8,EPI_ISL_710435,a/chicken/hiroshima/2t/2020,2020-12-06,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hiroshima,jp.hs,34.6052446200593,132.788104542609,Asia / Japan / Hiroshima / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,2020-12-06,cluster001,FALSE
H5N8|2344b|EPI_ISL_710436|galliformes|japan|12_1_5_2_3_3_1_2|2020-12-06,H5N8,EPI_ISL_710436,a/chicken/hiroshima/3t/2020,2020-12-06,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hiroshima,jp.hs,34.6052446200593,132.788104542609,Asia / Japan / Hiroshima / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,2020-12-06,cluster001,FALSE
H5N8|2344b|EPI_ISL_710437|galliformes|japan|12_1_5_2_3_3_1_2|2020-12-06,H5N8,EPI_ISL_710437,a/chicken/hiroshima/4t/2020,2020-12-06,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,hiroshima,jp.hs,34.6052446200593,132.788104542609,Asia / Japan / Hiroshima / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,2020-12-06,cluster001,FALSE
H5N8|2344b|EPI_ISL_710438|galliformes|japan|12_1_5_2_3_3_1_2|2020-11-30,H5N8,EPI_ISL_710438,a/chicken/miyazaki/1t/2020,2020-11-30,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,Asia / Japan / Miyazaki / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,2020-11-30,cluster001,FALSE
H5N8|2344b|EPI_ISL_710439|galliformes|japan|12_1_5_2_3_3_1_2|2020-11-30,H5N8,EPI_ISL_710439,a/chicken/miyazaki/2t/2020,2020-11-30,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,Asia / Japan / Miyazaki / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,2020-11-30,cluster001,FALSE
H5N8|2344b|EPI_ISL_710440|galliformes|japan|12_1_5_2_3_3_1_2|2020-11-30,H5N8,EPI_ISL_710440,a/chicken/miyazaki/4t/2020,2020-11-30,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,Asia / Japan / Miyazaki / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,2020-11-30,cluster001,FALSE
H5N8|2344b|EPI_ISL_710441|galliformes|japan|12_1_5_2_3_3_1_2|2020-11-30,H5N8,EPI_ISL_710441,a/chicken/miyazaki/6t/2020,2020-11-30,2020-11,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,Asia / Japan / Miyazaki / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,2020-11-30,cluster001,FALSE
H5N8|2344b|EPI_ISL_710442|galliformes|japan|12_1_5_2_3_3_1_2|2020-12-01,H5N8,EPI_ISL_710442,a/chicken/miyazaki/b10t/2020,2020-12-01,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,Asia / Japan / Miyazaki / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,2020-12-01,cluster001,FALSE
H5N8|2344b|EPI_ISL_710443|galliformes|japan|12_1_5_2_3_3_1_2|2020-12-01,H5N8,EPI_ISL_710443,a/chicken/miyazaki/b1t/2020,2020-12-01,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,Asia / Japan / Miyazaki / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,2020-12-01,cluster001,FALSE
H5N8|2344b|EPI_ISL_710444|galliformes|japan|12_1_5_2_3_3_1_2|2020-12-01,H5N8,EPI_ISL_710444,a/chicken/miyazaki/b2t/2020,2020-12-01,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,Asia / Japan / Miyazaki / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,2020-12-01,cluster001,FALSE
H5N8|2344b|EPI_ISL_710445|galliformes|japan|12_1_5_2_3_3_1_2|2020-12-01,H5N8,EPI_ISL_710445,a/chicken/miyazaki/b6t/2020,2020-12-01,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,Asia / Japan / Miyazaki / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,2020-12-01,cluster001,FALSE
H5N8|2344b|EPI_ISL_710446|galliformes|japan|12_1_5_2_3_3_1_2|2020-12-02,H5N8,EPI_ISL_710446,a/chicken/miyazaki/c4t/2020,2020-12-02,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,Asia / Japan / Miyazaki / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,2020-12-02,cluster001,FALSE
H5N8|2344b|EPI_ISL_710447|galliformes|japan|12_1_5_2_3_3_1_2|2020-12-02,H5N8,EPI_ISL_710447,a/chicken/miyazaki/c6t/2020,2020-12-02,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,Asia / Japan / Miyazaki / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,2020-12-02,cluster001,FALSE
H5N8|2344b|EPI_ISL_710448|galliformes|japan|12_1_5_2_3_3_1_2|2020-12-02,H5N8,EPI_ISL_710448,a/chicken/miyazaki/c7t/2020,2020-12-02,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,Asia / Japan / Miyazaki / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,2020-12-02,cluster001,FALSE
H5N8|2344b|EPI_ISL_710449|galliformes|japan|12_1_5_2_3_3_1_2|2020-12-02,H5N8,EPI_ISL_710449,a/chicken/miyazaki/c8t/2020,2020-12-02,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,miyazaki,jp.mz,32.1919114758892,131.298614512671,Asia / Japan / Miyazaki / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,2020-12-02,cluster001,FALSE
H5N8|2344b|EPI_ISL_710450|galliformes|japan|12_1_5_2_3_3_1_2|2020-12-05,H5N8,EPI_ISL_710450,a/chicken/nara/12t/2020,2020-12-05,2020-12,2020,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,japan,jpn,37.3996665395305,137.574137168765,nara,jp.nr,34.3169016713112,135.871480614117,Asia / Japan / Nara / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,2020-12-05,cluster001,FALSE
