isolate_id,isolate_name,subtype,location,host,date,domestic_status,clade,date_complete,date_frac,date_year,date_year_month,date_yday,date_year_week,location_1,location_2,location_3,location_4,location_5,location_n,location_c1,location_c2,host_meta,host_order,domestic_wild,host_class,cluster_pb2,cluster_pb1,cluster_pa,cluster_ha,cluster_np,cluster_na,cluster_mp,cluster_ns,cluster_profile,profile_lab,cluster_genome
EPI_ISL_644122,A/goose/Omsk/0002/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk region,goose,13/08/2020,domestic,2.3.4.4b,TRUE,2020.615,2020,2020-08,226,2020.33,Europe,Russia,Omsk Oblast,Omsk region,,omsk,omsk,omsk,anser_anser_domesticus,Anseriformes,domestic,Anseriformes domestic,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644123,A/turkey/Omsk/0003/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,turkey,13/08/2020,domestic,2.3.4.4b,TRUE,2020.615,2020,2020-08,226,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,meleagris_gallopavo,Galliformes,domestic,Galliformes,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644124,A/duck/Omsk/0004/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,duck,13/08/2020,domestic,2.3.4.4b,TRUE,2020.615,2020,2020-08,226,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,anas_platyrhynchos_f._domestica,Anseriformes,domestic,Anseriformes domestic,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644125,A/goose/Omsk/0111/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,goose,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,anser_anser_domesticus,Anseriformes,domestic,Anseriformes domestic,3,2,2,1,1,2,1,2,3_2_2_1_1_2_1_2,NA,1
EPI_ISL_644126,A/chicken/Omsk/0112/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,chicken,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,3,2,2,1,1,2,1,2,3_2_2_1_1_2_1_2,NA,1
EPI_ISL_644127,A/goose/Omsk/0113/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,goose,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,anser_anser_domesticus,Anseriformes,domestic,Anseriformes domestic,3,2,2,1,1,2,1,2,3_2_2_1_1_2_1_2,NA,1
EPI_ISL_644128,A/goose/Omsk/0114/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,goose,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,anser_anser_domesticus,Anseriformes,domestic,Anseriformes domestic,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644129,A/goose/Omsk/0115/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,goose,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,anser_anser_domesticus,Anseriformes,domestic,Anseriformes domestic,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644130,A/goose/Omsk/01161/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,goose,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,anser_anser_domesticus,Anseriformes,domestic,Anseriformes domestic,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644132,A/goose/Omsk/01171/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,goose,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,anser_anser_domesticus,Anseriformes,domestic,Anseriformes domestic,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644134,A/chicken/Omsk/0118/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,chicken,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644135,A/chicken/Omsk/0119/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,chicken,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644136,A/goose/Omsk/011101/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,goose,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,anser_anser_domesticus,Anseriformes,domestic,Anseriformes domestic,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644138,A/wild duck/Omsk/01111/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,wild_duck,17/08/2020,wild,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,anas_sp.,Anseriformes,wild,Anseriformes wild,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644139,A/goose/Omsk/0071/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,goose,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,anser_anser_domesticus,Anseriformes,domestic,Anseriformes domestic,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644140,A/chicken/Omsk/0073/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,chicken,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644141,A/goose/Omsk/0074/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,goose,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,anser_anser_domesticus,Anseriformes,domestic,Anseriformes domestic,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644142,A/duck/Omsk/0075/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,duck,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,anas_platyrhynchos_f._domestica,Anseriformes,domestic,Anseriformes domestic,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644143,A/duck/Omsk/0076/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,duck,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,anas_platyrhynchos_f._domestica,Anseriformes,domestic,Anseriformes domestic,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644144,A/duck/Omsk/0077/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,duck,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,anas_platyrhynchos_f._domestica,Anseriformes,domestic,Anseriformes domestic,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644145,A/chicken/Chelyabinsk/401/2020,H5N8,Europe / Russian Federation / Chelyabinsk Oblast / Chelyabinsk,chicken,06/08/2020,domestic,2.3.4.4b,TRUE,2020.596,2020,2020-08,219,2020.32,Europe,Russia,Chelyabinsk Oblast,Chelyabinsk,,chelyabinsk,chelyabinsk,chelyabinsk,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644146,A/chicken/Chelyabinsk/402/2020,H5N8,Europe / Russian Federation / Chelyabinsk Oblast / Chelyabinsk,chicken,06/08/2020,domestic,2.3.4.4b,TRUE,2020.596,2020,2020-08,219,2020.32,Europe,Russia,Chelyabinsk Oblast,Chelyabinsk,,chelyabinsk,chelyabinsk,chelyabinsk,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644147,A/chicken/Chelyabinsk/403/2020,H5N8,Europe / Russian Federation / Chelyabinsk Oblast / Chelyabinsk,chicken,06/08/2020,domestic,2.3.4.4b,TRUE,2020.596,2020,2020-08,219,2020.32,Europe,Russia,Chelyabinsk Oblast,Chelyabinsk,,chelyabinsk,chelyabinsk,chelyabinsk,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644148,A/chicken/Chelyabinsk/404/2020,H5N8,Europe / Russian Federation / Chelyabinsk Oblast / Chelyabinsk,chicken,06/08/2020,domestic,2.3.4.4b,TRUE,2020.596,2020,2020-08,219,2020.32,Europe,Russia,Chelyabinsk Oblast,Chelyabinsk,,chelyabinsk,chelyabinsk,chelyabinsk,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644149,A/duck/Omsk/0004/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,duck,13/08/2020,domestic,2.3.4.4b,TRUE,2020.615,2020,2020-08,226,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,anas_platyrhynchos_f._domestica,Anseriformes,domestic,Anseriformes domestic,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644150,A/chicken/Omsk/0112/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,chicken,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,3,2,2,1,1,2,1,2,3_2_2_1_1_2_1_2,NA,1
EPI_ISL_644151,A/goose/Omsk/0114/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,goose,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,anser_anser_domesticus,Anseriformes,domestic,Anseriformes domestic,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644152,A/goose/Omsk/01161/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,goose,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,anser_anser_domesticus,Anseriformes,domestic,Anseriformes domestic,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644154,A/chicken/Omsk/0118/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,chicken,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644155,A/chicken/Omsk/0119/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,chicken,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644156,A/goose/Omsk/011101/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,goose,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,anser_anser_domesticus,Anseriformes,domestic,Anseriformes domestic,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644158,A/chicken/Omsk/0073/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,chicken,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644159,A/duck/Omsk/0076/2020,H5N8,Europe / Russian Federation / Omsk Oblast / Omsk,duck,17/08/2020,domestic,2.3.4.4b,TRUE,2020.626,2020,2020-08,230,2020.33,Europe,Russia,Omsk Oblast,Omsk,,omsk,omsk,omsk,anas_platyrhynchos_f._domestica,Anseriformes,domestic,Anseriformes domestic,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644160,A/chicken/Chelyabinsk/403/2020,H5N8,Europe / Russian Federation / Chelyabinsk Oblast / Chelyabinsk,chicken,06/08/2020,domestic,2.3.4.4b,TRUE,2020.596,2020,2020-08,219,2020.32,Europe,Russia,Chelyabinsk Oblast,Chelyabinsk,,chelyabinsk,chelyabinsk,chelyabinsk,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_644161,A/chicken/Chelyabinsk/404/2020,H5N8,Europe / Russian Federation / Chelyabinsk Oblast / Chelyabinsk,chicken,06/08/2020,domestic,2.3.4.4b,TRUE,2020.596,2020,2020-08,219,2020.32,Europe,Russia,Chelyabinsk Oblast,Chelyabinsk,,chelyabinsk,chelyabinsk,chelyabinsk,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_647969,A/Turkey/Sweden/SVA201114SZ0001/20KN303106/2020,H5N8,Europe / Sweden / Skane Lan / Tomelilla Kommun,turkey,13/11/2020,domestic,2.3.4.4b,TRUE,2020.866,2020,2020-11,318,2020.46,Europe,Sweden,Skane Lan,Tomelilla Kommun,,sweden,sweden,sweden,meleagris_gallopavo,Galliformes,domestic,Galliformes,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_653918,A/greylag goose/Netherlands/20016414-001/2020,H5N8,Europe / Netherlands / Provincie Utrecht / Gemeente Woerden,greylag_goose,26/10/2020,wild,2.3.4.4b,TRUE,2020.817,2020,2020-10,300,2020.43,Europe,Netherlands,Provincie Utrecht,Gemeente Woerden,,netherlands,netherlands,netherlands,greylag_goose,Anseriformes,wild,Anseriformes wild,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_653919,A/greylag goose/Netherlands/20016494-001/2020,H5N8,Europe / Netherlands / Provincie Noord-Holland / Gemeente Naarden,greylag_goose,27/10/2020,wild,2.3.4.4b,TRUE,2020.82,2020,2020-10,301,2020.44,Europe,Netherlands,Provincie Noord-Holland,Gemeente Naarden,,netherlands,netherlands,netherlands,greylag_goose,Anseriformes,wild,Anseriformes wild,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_653920,A/chicken/Netherlands/20018496-006010/2020,H5N8,Europe / Netherlands / Provincie Friesland / Witmarsum,chicken,20/11/2020,domestic,2.3.4.4b,TRUE,2020.885,2020,2020-11,325,2020.47,Europe,Netherlands,Provincie Friesland,Witmarsum,,netherlands,netherlands,netherlands,gallus_gallus,Galliformes,domestic,Galliformes,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_653921,A/chicken/Netherlands/20018523-001005/2020,H5N8,Europe / Netherlands / Provincie Utrecht / Gemeente Oudewater,chicken,21/11/2020,domestic,2.3.4.4b,TRUE,2020.888,2020,2020-11,326,2020.47,Europe,Netherlands,Provincie Utrecht,Gemeente Oudewater,,netherlands,netherlands,netherlands,gallus_gallus,Galliformes,domestic,Galliformes,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_660264,A/Gallus_gallus/Belgium/12168_002/2020,H5N5,Europe / Belgium / Provincie West-Vlaanderen / Menen,gallus_gallus,18/11/2020,domestic,2.3.4.4b,TRUE,2020.88,2020,2020-11,323,2020.47,Europe,Belgium,Provincie West-Vlaanderen,Menen,,belgium,belgium,belgium,gallus_gallus_domesticus,Galliformes,domestic,Galliformes,3,2,2,1,1,7,1,2,3_2_2_1_1_7_1_2,H5N5/2020/R1_Europe,36
EPI_ISL_666687,A/Madarin duck/Korea/K20-551-4/2020,H5N8,"Asia / Korea, Republic of / Gyeonggi-do",madarin_duck,24/10/2020,wild,2.3.4.4b,TRUE,2020.811,2020,2020-10,298,2020.43,Asia,Korea,Gyeonggi-do,,,korea,korea,korea,feces,Anseriformes,wild,Anseriformes wild,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_666890,A/turkey/Croatia/104/2020,H5N8,Europe / Croatia / Koprivnicko-Krizevacka Zupanija / Delovi,turkey,17/11/2020,domestic,2.3.4.4b,TRUE,2020.877,2020,2020-11,322,2020.47,Europe,Croatia,Koprivnicko-Krizevacka Zupanija,Delovi,,croatia,croatia,croatia,meleagris_gallopavo,Galliformes,domestic,Galliformes,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_667810,A/chicken/France/20P016448/2020,H5N8,Europe / France / Corsica / Departement de la Haute-Corse,chicken,10/11/2020,domestic,2.3.4.4b,TRUE,2020.858,2020,2020-11,315,2020.46,Europe,France,Corsica,Departement de la Haute-Corse,,france,france,france,gallus_gallus,Galliformes,domestic,Galliformes,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_668456,A/Peregrine falcon/Sweden/SVA201117SZ0467/20KN003345/2020,H5N8,Europe / Sweden / Skane Lan / Lunds Kommun,peregrine_falcon,10/11/2020,wild,2.3.4.4b,TRUE,2020.858,2020,2020-11,315,2020.46,Europe,Sweden,Skane Lan,Lunds Kommun,,sweden,sweden,sweden,falco_peregrinus,Falconiformes,wild,Avian other,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_668457,A/barnacle goose/Sweden/SVA201117SZ0468/KN003355/2020,H5N8,Europe / Sweden / Skane Lan / Lunds Kommun,barnacle_goose,12/11/2020,wild,2.3.4.4b,TRUE,2020.863,2020,2020-11,317,2020.46,Europe,Sweden,Skane Lan,Lunds Kommun,,sweden,sweden,sweden,branta_leucopsis,Anseriformes,wild,Anseriformes wild,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_682297,A/environment/Kagoshima/KU-ngr-J2/2020(H5N8),H5N8,Asia / Japan / Kagoshima,environment,09/11/2020,,2.3.4.4b,TRUE,2020.855,2020,2020-11,314,2020.45,Asia,Japan,Kagoshima,,,kagoshima,japan,japan,water_sample,environment,NA,environment,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_684037,A/goose/Tatarstan/1730-2/2020 ,H5N8,Europe / Russian Federation / Republic of Tatarstan,goose,09/10/2020,domestic,2.3.4.4b,TRUE,2020.77,2020,2020-10,283,2020.41,Europe,Russia,Republic of Tatarstan,,,tatarstan,tatarstan,tatarstan,goose,Anseriformes,domestic,Anseriformes domestic,3,27,3,12,1,32,1,2,3_27_3_12_1_32_1_2,NA,13
EPI_ISL_693515,A/chicken/Netherlands/20019411-006010/2020,H5N8,Europe / Netherlands / South Holland / Midden-Delfland,chicken,04/12/2020,domestic,2.3.4.4b,TRUE,2020.923,2020,2020-12,339,2020.49,Europe,Netherlands,South Holland,Midden-Delfland,,netherlands,netherlands,netherlands,gallus_gallus,Galliformes,domestic,Galliformes,3,2,3,1,1,2,1,2,3_2_3_1_1_2_1_2,H5N8/2020/R2_Asia,1
EPI_ISL_707015,A/Whooper swan/Mongolia/24/2020,H5N6,Asia / Mongolia,whooper_swan,21/04/2020,,2.3.4.4h,TRUE,2020.303,2020,2020-04,112,2020.17,Asia,Mongolia,,,,mongolia,mongolia,mongolia,whooper_swan,Anseriformes,wild,Anseriformes wild,11,6,7,3,4,5,2,5,11_6_7_3_4_5_2_5,H5N6/2020/R1_Asia,14
EPI_ISL_707016,A/Whooper swan/Mongolia/25/2020,H5N6,Asia / Mongolia,whooper_swan,30/04/2020,,2.3.4.4h,TRUE,2020.328,2020,2020-04,121,2020.18,Asia,Mongolia,,,,mongolia,mongolia,mongolia,whooper_swan,Anseriformes,wild,Anseriformes wild,11,6,7,3,4,5,2,5,11_6_7_3_4_5_2_5,H5N6/2020/R1_Asia,14
EPI_ISL_708701,A/chicken/Kagawa/I1C/2020,H5N8,Asia / Japan / Kagawa,chicken,01/12/2020,,2.3.4.4b,TRUE,2020.915,2020,2020-12,336,2020.49,Asia,Japan,Kagawa,,,kagawa,japan,japan,chicken,Galliformes,domestic,Galliformes,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_708702,A/chicken/Kagawa/I1T/2020,H5N8,Asia / Japan / Kagawa,chicken,01/12/2020,,2.3.4.4b,TRUE,2020.915,2020,2020-12,336,2020.49,Asia,Japan,Kagawa,,,kagawa,japan,japan,chicken,Galliformes,domestic,Galliformes,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_708703,A/chicken/Kagawa/I2C/2020,H5N8,Asia / Japan / Kagawa,chicken,01/12/2020,,2.3.4.4b,TRUE,2020.915,2020,2020-12,336,2020.49,Asia,Japan,Kagawa,,,kagawa,japan,japan,chicken,Galliformes,domestic,Galliformes,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_708704,A/chicken/Kagawa/I2T/2020,H5N8,Asia / Japan / Kagawa,chicken,01/12/2020,,2.3.4.4b,TRUE,2020.915,2020,2020-12,336,2020.49,Asia,Japan,Kagawa,,,kagawa,japan,japan,chicken,Galliformes,domestic,Galliformes,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_708705,A/chicken/Kagawa/I4C/2020,H5N8,Asia / Japan / Kagawa,chicken,01/12/2020,,2.3.4.4b,TRUE,2020.915,2020,2020-12,336,2020.49,Asia,Japan,Kagawa,,,kagawa,japan,japan,chicken,Galliformes,domestic,Galliformes,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_708706,A/chicken/Kagawa/I4T/2020,H5N8,Asia / Japan / Kagawa,chicken,01/12/2020,,2.3.4.4b,TRUE,2020.915,2020,2020-12,336,2020.49,Asia,Japan,Kagawa,,,kagawa,japan,japan,chicken,Galliformes,domestic,Galliformes,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_708707,A/chicken/Kagawa/I5C/2020,H5N8,Asia / Japan / Kagawa,chicken,01/12/2020,,2.3.4.4b,TRUE,2020.915,2020,2020-12,336,2020.49,Asia,Japan,Kagawa,,,kagawa,japan,japan,chicken,Galliformes,domestic,Galliformes,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_708708,A/chicken/Kagawa/I5T/2020,H5N8,Asia / Japan / Kagawa,chicken,01/12/2020,,2.3.4.4b,TRUE,2020.915,2020,2020-12,336,2020.49,Asia,Japan,Kagawa,,,kagawa,japan,japan,chicken,Galliformes,domestic,Galliformes,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_708709,A/chicken/Kagawa/I6C/2020,H5N8,Asia / Japan / Kagawa,chicken,01/12/2020,,2.3.4.4b,TRUE,2020.915,2020,2020-12,336,2020.49,Asia,Japan,Kagawa,,,kagawa,japan,japan,chicken,Galliformes,domestic,Galliformes,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_708710,A/chicken/Kagawa/I6T/2020,H5N8,Asia / Japan / Kagawa,chicken,01/12/2020,,2.3.4.4b,TRUE,2020.915,2020,2020-12,336,2020.49,Asia,Japan,Kagawa,,,kagawa,japan,japan,chicken,Galliformes,domestic,Galliformes,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_708711,A/chicken/Kagawa/J3C/2020,H5N8,Asia / Japan / Kagawa,chicken,01/12/2020,,2.3.4.4b,TRUE,2020.915,2020,2020-12,336,2020.49,Asia,Japan,Kagawa,,,kagawa,japan,japan,chicken,Galliformes,domestic,Galliformes,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
EPI_ISL_708712,A/chicken/Kagawa/J3T/2020,H5N8,Asia / Japan / Kagawa,chicken,01/12/2020,,2.3.4.4b,TRUE,2020.915,2020,2020-12,336,2020.49,Asia,Japan,Kagawa,,,kagawa,japan,japan,chicken,Galliformes,domestic,Galliformes,6,1,5,2,1,3,1,2,6_1_5_2_1_3_1_2,H5N8/2020/R1_Europe,10
